age,Occupation,Marital_Status,Education_Level,default,Balance,Housing_Loan,Personal_Loan,contact,day,Month,duration,campaign,pdays,previous,Prev_Outcome,Subscribed,conversion_status,age_segment,duration_min
52,Management,Married,Tertiary,No,7135,No,No,Cellular,19,Aug,1032,3,-1,0,Not Specified,yes,1,41-60,17.2
33,Self-Employed,Single,Tertiary,No,61,No,No,Cellular,19,Aug,836,3,-1,0,Not Specified,yes,1,26-40,13.93
33,Management,Married,Tertiary,No,1412,Yes,No,Not Specified,19,Aug,480,1,-1,0,Not Specified,yes,1,26-40,8.0
53,Management,Married,Tertiary,No,15,No,No,Cellular,20,Aug,921,2,-1,0,Not Specified,yes,1,41-60,15.35
40,Admin ,Single,Tertiary,No,27,No,No,Cellular,20,Aug,467,2,-1,0,Not Specified,yes,1,26-40,7.78
44,Self-Employed,Married,Tertiary,No,1196,No,No,Cellular,20,Aug,552,5,-1,0,Not Specified,yes,1,41-60,9.2
42,Technician,Divorced,Secondary,No,19,No,No,Cellular,20,Aug,875,4,-1,0,Not Specified,yes,1,41-60,14.58
33,Management,Single,Tertiary,No,432,No,No,Telephone,20,Aug,588,6,-1,0,Not Specified,yes,1,26-40,9.8
53,Technician,Married,Tertiary,No,988,No,No,Cellular,20,Aug,1408,5,-1,0,Not Specified,yes,1,41-60,23.47
60,Admin ,Married,Tertiary,No,1614,No,No,Cellular,20,Aug,921,6,-1,0,Not Specified,yes,1,41-60,15.35
33,Technician,Single,Secondary,No,163,Yes,No,Cellular,20,Aug,627,2,-1,0,Not Specified,yes,1,26-40,10.45
37,Technician,Married,Tertiary,No,247,No,No,Cellular,20,Aug,625,6,-1,0,Not Specified,yes,1,26-40,10.42
45,Admin ,Married,Secondary,No,236,No,No,Cellular,20,Aug,703,2,-1,0,Not Specified,yes,1,41-60,11.72
34,Technician,Single,Secondary,No,666,No,No,Cellular,21,Aug,1503,2,-1,0,Not Specified,yes,1,26-40,25.05
56,Technician,Married,Tertiary,No,73,No,No,Cellular,21,Aug,644,4,-1,0,Not Specified,yes,1,41-60,10.73
57,Technician,Divorced,Tertiary,No,96,No,No,Cellular,21,Aug,913,4,-1,0,Not Specified,yes,1,41-60,15.22
32,Management,Single,Tertiary,No,46,No,No,Cellular,21,Aug,788,6,-1,0,Not Specified,yes,1,26-40,13.13
50,Services,Married,Secondary,No,1501,No,No,Cellular,21,Aug,946,4,-1,0,Not Specified,yes,1,41-60,15.77
30,Services,Single,Tertiary,No,-477,No,Yes,Cellular,21,Aug,1532,2,-1,0,Not Specified,yes,1,26-40,25.53
56,Admin ,Married,Secondary,No,1694,No,No,Cellular,21,Aug,793,10,-1,0,Not Specified,yes,1,41-60,13.22
55,Blue-Collar,Married,Secondary,No,196,No,No,Cellular,21,Aug,81,1,-1,0,Not Specified,yes,1,41-60,1.35
34,Self-Employed,Single,Tertiary,No,462,No,No,Cellular,21,Aug,1877,3,-1,0,Not Specified,yes,1,26-40,31.28
52,Management,Married,Tertiary,No,1227,No,No,Cellular,22,Aug,1123,4,-1,0,Not Specified,yes,1,41-60,18.72
32,Management,Single,Tertiary,No,522,No,No,Cellular,22,Aug,576,2,-1,0,Not Specified,yes,1,26-40,9.6
31,Self-Employed,Married,Tertiary,No,94,No,No,Cellular,22,Aug,579,2,-1,0,Not Specified,yes,1,26-40,9.65
44,Technician,Married,Secondary,No,267,No,No,Cellular,22,Aug,520,2,-1,0,Not Specified,yes,1,41-60,8.67
33,Management,Married,Tertiary,No,4570,No,No,Cellular,22,Aug,1258,2,-1,0,Not Specified,yes,1,26-40,20.97
53,Blue-Collar,Married,Secondary,No,25,No,No,Cellular,22,Aug,528,2,-1,0,Not Specified,yes,1,41-60,8.8
46,Management,Single,Tertiary,No,0,No,No,Cellular,22,Aug,686,2,-1,0,Not Specified,yes,1,41-60,11.43
46,Entrepreneur,Married,Tertiary,No,1920,No,No,Cellular,22,Aug,604,6,-1,0,Not Specified,yes,1,41-60,10.07
59,Admin ,Married,Secondary,No,1575,Yes,No,Cellular,22,Aug,1241,11,-1,0,Not Specified,yes,1,41-60,20.68
51,Unemployed,Married,Secondary,No,234,No,No,Cellular,22,Aug,735,1,-1,0,Not Specified,yes,1,41-60,12.25
57,Retired,Married,Primary,No,3518,Yes,No,Cellular,25,Aug,626,3,-1,0,Not Specified,yes,1,41-60,10.43
43,Technician,Married,Secondary,No,136,No,No,Cellular,25,Aug,363,7,-1,0,Not Specified,yes,1,41-60,6.05
48,Management,Single,Tertiary,No,830,No,No,Cellular,25,Aug,961,4,-1,0,Not Specified,yes,1,41-60,16.02
33,Housemaid,Married,Primary,No,2054,No,No,Cellular,25,Aug,472,6,-1,0,Not Specified,yes,1,26-40,7.87
59,Blue-Collar,Married,Primary,No,-546,No,No,Cellular,25,Aug,1152,6,-1,0,Not Specified,yes,1,41-60,19.2
58,Blue-Collar,Married,Primary,No,5188,Yes,No,Cellular,25,Aug,606,6,-1,0,Not Specified,yes,1,41-60,10.1
32,Management,Single,Tertiary,No,1882,No,No,Cellular,25,Aug,497,5,-1,0,Not Specified,yes,1,26-40,8.28
44,Management,Married,Tertiary,No,792,No,No,Cellular,25,Aug,630,7,-1,0,Not Specified,yes,1,41-60,10.5
47,Blue-Collar,Married,Not Specified,Yes,162,No,No,Cellular,25,Aug,366,3,-1,0,Not Specified,yes,1,41-60,6.1
34,Technician,Married,Secondary,No,1035,No,No,Cellular,25,Aug,1374,10,-1,0,Not Specified,yes,1,26-40,22.9
51,Retired,Married,Tertiary,No,746,No,No,Cellular,25,Aug,372,5,-1,0,Not Specified,yes,1,41-60,6.2
60,Not Specified,Married,Not Specified,No,17297,No,No,Cellular,26,Aug,664,11,-1,0,Not Specified,yes,1,41-60,11.07
46,Admin ,Married,Secondary,No,22,No,No,Cellular,26,Aug,388,6,-1,0,Not Specified,yes,1,41-60,6.47
41,Technician,Married,Tertiary,No,231,No,No,Cellular,26,Aug,428,2,-1,0,Not Specified,yes,1,41-60,7.13
34,Self-Employed,Single,Secondary,No,296,No,No,Cellular,27,Aug,609,13,-1,0,Not Specified,yes,1,26-40,10.15
31,Technician,Divorced,Tertiary,No,0,No,No,Cellular,27,Aug,581,6,-1,0,Not Specified,yes,1,26-40,9.68
37,Management,Married,Tertiary,No,40,No,No,Cellular,27,Aug,1033,4,-1,0,Not Specified,yes,1,26-40,17.22
59,Retired,Married,Secondary,No,2396,No,No,Cellular,27,Aug,1040,6,-1,0,Not Specified,yes,1,41-60,17.33
55,Services,Married,Not Specified,No,2944,No,No,Cellular,27,Aug,672,6,-1,0,Not Specified,yes,1,41-60,11.2
33,Management,Single,Tertiary,No,7084,No,No,Cellular,27,Aug,512,8,-1,0,Not Specified,yes,1,26-40,8.53
30,Technician,Married,Tertiary,No,569,No,No,Cellular,27,Aug,976,12,-1,0,Not Specified,yes,1,26-40,16.27
36,Management,Married,Tertiary,No,0,No,No,Telephone,27,Aug,645,9,-1,0,Not Specified,yes,1,26-40,10.75
44,Management,Married,Tertiary,No,1138,No,No,Cellular,27,Aug,523,3,-1,0,Not Specified,yes,1,41-60,8.72
36,Technician,Divorced,Secondary,No,54,Yes,No,Cellular,27,Aug,1642,3,-1,0,Not Specified,yes,1,26-40,27.37
33,Management,Single,Tertiary,No,2637,No,No,Cellular,28,Aug,583,17,-1,0,Not Specified,yes,1,26-40,9.72
36,Technician,Married,Secondary,No,2473,No,No,Cellular,28,Aug,965,4,-1,0,Not Specified,yes,1,26-40,16.08
53,Blue-Collar,Married,Primary,No,5603,No,No,Cellular,28,Aug,2372,6,-1,0,Not Specified,yes,1,41-60,39.53
47,Admin ,Divorced,Secondary,No,225,No,No,Cellular,28,Aug,1126,4,-1,0,Not Specified,yes,1,41-60,18.77
39,Management,Married,Tertiary,No,-17,Yes,Yes,Cellular,28,Aug,908,1,-1,0,Not Specified,yes,1,26-40,15.13
35,Technician,Single,Secondary,No,3490,Yes,No,Cellular,29,Aug,643,2,-1,0,Not Specified,yes,1,26-40,10.72
32,Management,Single,Tertiary,No,769,No,No,Cellular,29,Aug,695,2,-1,0,Not Specified,yes,1,26-40,11.58
46,Technician,Divorced,Secondary,No,-90,No,Yes,Telephone,17,Oct,270,1,-1,0,Not Specified,yes,1,41-60,4.5
30,Self-Employed,Married,Tertiary,No,1785,No,No,Not Specified,17,Oct,235,1,-1,0,Not Specified,yes,1,26-40,3.92
36,Self-Employed,Single,Tertiary,No,-103,Yes,Yes,Telephone,17,Oct,3253,1,-1,0,Not Specified,yes,1,26-40,54.22
47,Admin ,Divorced,Secondary,No,555,Yes,Yes,Telephone,17,Oct,478,1,-1,0,Not Specified,yes,1,41-60,7.97
52,Technician,Married,Secondary,No,5303,Yes,No,Not Specified,19,Oct,133,1,-1,0,Not Specified,yes,1,41-60,2.22
43,Management,Married,Tertiary,No,1258,No,No,Not Specified,20,Oct,312,1,-1,0,Not Specified,yes,1,41-60,5.2
44,Technician,Single,Secondary,No,1679,No,No,Telephone,20,Oct,718,1,-1,0,Not Specified,yes,1,41-60,11.97
30,Blue-Collar,Married,Secondary,No,1664,Yes,No,Telephone,20,Oct,2016,1,-1,0,Not Specified,yes,1,26-40,33.6
32,Admin ,Married,Secondary,No,8749,Yes,Yes,Not Specified,21,Oct,294,1,-1,0,Not Specified,yes,1,26-40,4.9
42,Admin ,Single,Secondary,No,-247,Yes,Yes,Telephone,21,Oct,519,1,166,1,Other,yes,1,41-60,8.65
33,Services,Married,Secondary,No,3444,Yes,No,Telephone,21,Oct,144,1,91,4,Failure,yes,1,26-40,2.4
45,Admin ,Married,Secondary,No,5346,Yes,Yes,Not Specified,21,Oct,187,1,-1,0,Not Specified,yes,1,41-60,3.12
45,Blue-Collar,Married,Secondary,No,1144,Yes,No,Not Specified,22,Oct,676,1,-1,0,Not Specified,yes,1,41-60,11.27
28,Student,Single,Secondary,No,2351,No,No,Telephone,22,Oct,157,1,-1,0,Not Specified,yes,1,26-40,2.62
32,Technician,Single,Tertiary,No,5514,No,No,Telephone,22,Oct,181,1,-1,0,Not Specified,yes,1,26-40,3.02
28,Self-Employed,Married,Secondary,No,123,No,Yes,Telephone,22,Oct,313,1,-1,0,Not Specified,yes,1,26-40,5.22
44,Admin ,Divorced,Primary,No,429,Yes,No,Telephone,23,Oct,80,1,-1,0,Not Specified,yes,1,41-60,1.33
51,Entrepreneur,Married,Tertiary,No,5254,Yes,No,Not Specified,23,Oct,134,1,-1,0,Not Specified,yes,1,41-60,2.23
56,Technician,Married,Secondary,No,589,Yes,No,Not Specified,23,Oct,518,1,147,2,Success,yes,1,41-60,8.63
40,Technician,Divorced,Tertiary,No,568,Yes,No,Not Specified,24,Oct,112,1,-1,0,Not Specified,yes,1,26-40,1.87
49,Admin ,Married,Secondary,No,10250,Yes,No,Telephone,24,Oct,97,1,-1,0,Not Specified,yes,1,41-60,1.62
50,Management,Single,Tertiary,No,3537,No,No,Not Specified,24,Oct,305,1,-1,0,Not Specified,yes,1,41-60,5.08
58,Admin ,Divorced,Secondary,No,1947,No,No,Telephone,26,Oct,228,1,-1,0,Not Specified,yes,1,41-60,3.8
37,Admin ,Married,Secondary,No,1967,No,No,Telephone,27,Oct,376,1,-1,0,Not Specified,yes,1,26-40,6.27
27,Entrepreneur,Married,Secondary,No,2329,No,No,Telephone,27,Oct,131,1,-1,0,Not Specified,yes,1,26-40,2.18
47,Management,Divorced,Tertiary,No,12026,Yes,No,Telephone,27,Oct,251,1,-1,0,Not Specified,yes,1,41-60,4.18
39,Admin ,Married,Secondary,No,1757,No,No,Telephone,28,Oct,125,1,-1,0,Not Specified,yes,1,26-40,2.08
43,Management,Married,Secondary,No,107,Yes,Yes,Telephone,28,Oct,135,1,-1,0,Not Specified,yes,1,41-60,2.25
34,Technician,Married,Secondary,No,1012,Yes,Yes,Telephone,28,Oct,540,1,-1,0,Not Specified,yes,1,26-40,9.0
35,Management,Divorced,Tertiary,No,0,Yes,No,Telephone,29,Oct,171,1,-1,0,Not Specified,yes,1,26-40,2.85
58,Management,Divorced,Tertiary,No,372,No,Yes,Not Specified,29,Oct,11,1,-1,0,Not Specified,yes,1,41-60,0.18
35,Management,Single,Tertiary,No,7506,Yes,No,Not Specified,30,Oct,248,1,-1,0,Not Specified,yes,1,26-40,4.13
42,Technician,Divorced,Secondary,No,314,Yes,No,Not Specified,30,Oct,234,1,-1,0,Not Specified,yes,1,41-60,3.9
43,Retired,Married,Secondary,No,860,No,No,Telephone,30,Oct,132,1,-1,0,Not Specified,yes,1,41-60,2.2
34,Housemaid,Married,Secondary,No,0,Yes,No,Not Specified,30,Oct,154,1,-1,0,Not Specified,yes,1,26-40,2.57
35,Blue-Collar,Single,Secondary,No,3623,No,No,Telephone,30,Oct,160,1,-1,0,Not Specified,yes,1,26-40,2.67
38,Admin ,Single,Secondary,No,2470,No,No,Telephone,31,Oct,227,1,-1,0,Not Specified,yes,1,26-40,3.78
39,Blue-Collar,Married,Secondary,No,1307,Yes,No,Telephone,31,Oct,158,1,-1,0,Not Specified,yes,1,26-40,2.63
58,Retired,Divorced,Tertiary,No,3237,No,No,Telephone,31,Oct,615,1,-1,0,Not Specified,yes,1,41-60,10.25
60,Management,Married,Tertiary,No,5041,No,No,Telephone,4,Nov,399,1,-1,0,Not Specified,yes,1,41-60,6.65
56,Technician,Married,Secondary,No,6619,Yes,No,Telephone,4,Nov,465,1,-1,0,Not Specified,yes,1,41-60,7.75
31,Management,Married,Tertiary,No,1331,No,No,Not Specified,5,Nov,268,1,-1,0,Not Specified,yes,1,26-40,4.47
37,Services,Married,Secondary,No,1970,Yes,No,Telephone,5,Nov,253,1,-1,0,Not Specified,yes,1,26-40,4.22
59,Retired,Divorced,Secondary,No,1026,No,No,Not Specified,5,Nov,669,1,-1,0,Not Specified,yes,1,41-60,11.15
49,Management,Married,Secondary,No,249,No,No,Telephone,6,Nov,234,1,-1,0,Not Specified,yes,1,41-60,3.9
30,Management,Single,Tertiary,No,12857,Yes,No,Cellular,6,Nov,150,1,-1,0,Not Specified,yes,1,26-40,2.5
31,Technician,Single,Tertiary,No,2807,No,No,Not Specified,8,Nov,154,1,-1,0,Not Specified,yes,1,26-40,2.57
40,Blue-Collar,Married,Secondary,No,5060,No,No,Not Specified,9,Nov,299,1,-1,0,Not Specified,yes,1,26-40,4.98
43,Admin ,Married,Secondary,No,2271,No,No,Telephone,10,Nov,524,1,-1,0,Not Specified,yes,1,41-60,8.73
48,Management,Married,Tertiary,No,1,No,No,Telephone,10,Nov,248,1,-1,0,Not Specified,yes,1,41-60,4.13
34,Management,Married,Tertiary,No,676,No,No,Telephone,11,Nov,486,1,-1,0,Not Specified,yes,1,26-40,8.1
28,Self-Employed,Single,Tertiary,No,160,No,No,Not Specified,11,Nov,158,1,-1,0,Not Specified,yes,1,26-40,2.63
34,Admin ,Married,Tertiary,No,899,Yes,No,Not Specified,12,Nov,114,1,170,3,Failure,yes,1,26-40,1.9
47,Blue-Collar,Married,Secondary,No,1230,Yes,No,Telephone,12,Nov,378,1,-1,0,Not Specified,yes,1,41-60,6.3
59,Housemaid,Married,Tertiary,No,0,No,No,Telephone,13,Nov,494,1,-1,0,Not Specified,yes,1,41-60,8.23
32,Blue-Collar,Single,Tertiary,No,700,No,No,Not Specified,13,Nov,90,1,-1,0,Not Specified,yes,1,26-40,1.5
31,Entrepreneur,Single,Secondary,No,0,No,No,Telephone,13,Nov,160,1,-1,0,Not Specified,yes,1,26-40,2.67
27,Student,Single,Secondary,No,67,No,No,Telephone,14,Nov,239,1,-1,0,Not Specified,yes,1,26-40,3.98
35,Unemployed,Single,Secondary,No,127,Yes,No,Telephone,14,Nov,162,1,-1,0,Not Specified,yes,1,26-40,2.7
32,Blue-Collar,Married,Secondary,No,2089,Yes,No,Cellular,14,Nov,132,1,-1,0,Not Specified,yes,1,26-40,2.2
57,Blue-Collar,Married,Not Specified,No,3585,No,No,Telephone,14,Nov,172,1,-1,0,Not Specified,yes,1,41-60,2.87
58,Management,Married,Tertiary,No,4152,Yes,No,Telephone,14,Nov,160,1,-1,0,Not Specified,yes,1,41-60,2.67
30,Technician,Single,Secondary,No,816,Yes,No,Not Specified,14,Nov,179,1,-1,0,Not Specified,yes,1,26-40,2.98
37,Management,Married,Secondary,No,5447,Yes,Yes,Cellular,17,Nov,1789,1,-1,0,Not Specified,yes,1,26-40,29.82
44,Technician,Divorced,Secondary,No,275,No,No,Cellular,17,Nov,1077,1,-1,0,Not Specified,yes,1,41-60,17.95
57,Blue-Collar,Married,Secondary,No,1540,Yes,No,Cellular,17,Nov,564,1,-1,0,Not Specified,yes,1,41-60,9.4
34,Blue-Collar,Married,Secondary,No,751,Yes,Yes,Cellular,17,Nov,1303,1,-1,0,Not Specified,yes,1,26-40,21.72
54,Unemployed,Single,Secondary,No,380,No,No,Cellular,17,Nov,696,2,-1,0,Not Specified,yes,1,41-60,11.6
55,Retired,Married,Secondary,No,1504,Yes,Yes,Cellular,17,Nov,761,1,-1,0,Not Specified,yes,1,41-60,12.68
59,Management,Married,Tertiary,No,1783,No,Yes,Cellular,17,Nov,540,2,-1,0,Not Specified,yes,1,41-60,9.0
53,Retired,Married,Tertiary,No,2269,No,No,Cellular,17,Nov,1091,2,150,1,Success,yes,1,41-60,18.18
37,Technician,Married,Secondary,No,5115,Yes,No,Cellular,17,Nov,1210,2,171,4,Failure,yes,1,26-40,20.17
45,Entrepreneur,Married,Secondary,No,781,No,Yes,Cellular,17,Nov,652,2,126,2,Failure,yes,1,41-60,10.87
49,Technician,Single,Secondary,No,-188,Yes,Yes,Cellular,17,Nov,454,1,-1,0,Not Specified,yes,1,41-60,7.57
31,Blue-Collar,Single,Tertiary,No,761,No,No,Telephone,18,Nov,514,2,-1,0,Not Specified,yes,1,26-40,8.57
31,Admin ,Single,Secondary,No,19,Yes,No,Cellular,18,Nov,1978,1,-1,0,Not Specified,yes,1,26-40,32.97
35,Technician,Married,Secondary,No,4508,Yes,No,Cellular,18,Nov,854,1,-1,0,Not Specified,yes,1,26-40,14.23
37,Entrepreneur,Divorced,Tertiary,No,66,No,No,Cellular,18,Nov,1164,2,-1,0,Not Specified,yes,1,26-40,19.4
48,Management,Married,Tertiary,No,2266,No,No,Cellular,18,Nov,676,1,-1,0,Not Specified,yes,1,41-60,11.27
39,Technician,Single,Secondary,No,4646,Yes,No,Cellular,18,Nov,486,1,-1,0,Not Specified,yes,1,26-40,8.1
34,Management,Single,Tertiary,No,1494,Yes,No,Cellular,18,Nov,596,1,182,1,Other,yes,1,26-40,9.93
49,Management,Married,Tertiary,No,1050,Yes,No,Cellular,18,Nov,924,1,-1,0,Not Specified,yes,1,41-60,15.4
41,Management,Married,Tertiary,No,0,Yes,No,Cellular,18,Nov,897,3,-1,0,Not Specified,yes,1,41-60,14.95
46,Management,Married,Secondary,No,0,No,No,Cellular,18,Nov,1855,1,-1,0,Not Specified,yes,1,41-60,30.92
54,Management,Divorced,Tertiary,No,2171,Yes,Yes,Telephone,18,Nov,1034,1,-1,0,Not Specified,yes,1,41-60,17.23
38,Technician,Married,Tertiary,No,3234,No,No,Cellular,18,Nov,578,2,-1,0,Not Specified,yes,1,26-40,9.63
39,Entrepreneur,Married,Secondary,No,11887,No,No,Cellular,18,Nov,1181,2,-1,0,Not Specified,yes,1,26-40,19.68
46,Management,Married,Tertiary,No,0,No,No,Cellular,18,Nov,716,2,110,3,Other,yes,1,41-60,11.93
58,Management,Divorced,Tertiary,No,5037,Yes,No,Cellular,18,Nov,1437,2,-1,0,Not Specified,yes,1,41-60,23.95
32,Self-Employed,Single,Tertiary,No,386,Yes,No,Cellular,18,Nov,482,1,-1,0,Not Specified,yes,1,26-40,8.03
30,Admin ,Married,Secondary,No,8781,Yes,No,Cellular,18,Nov,898,1,-1,0,Not Specified,yes,1,26-40,14.97
51,Entrepreneur,Married,Primary,No,538,No,No,Cellular,18,Nov,1122,4,-1,0,Not Specified,yes,1,41-60,18.7
30,Management,Single,Tertiary,No,5561,Yes,No,Cellular,19,Nov,511,1,-1,0,Not Specified,yes,1,26-40,8.52
35,Management,Divorced,Tertiary,No,859,Yes,Yes,Cellular,19,Nov,1554,1,-1,0,Not Specified,yes,1,26-40,25.9
30,Services,Single,Primary,No,0,Yes,Yes,Cellular,19,Nov,686,1,-1,0,Not Specified,yes,1,26-40,11.43
30,Self-Employed,Single,Secondary,No,-617,No,Yes,Cellular,19,Nov,925,1,-1,0,Not Specified,yes,1,26-40,15.42
43,Management,Married,Tertiary,No,1429,Yes,No,Cellular,19,Nov,1015,1,198,2,Other,yes,1,41-60,16.92
47,Management,Married,Not Specified,No,4189,Yes,No,Cellular,19,Nov,489,3,-1,0,Not Specified,yes,1,41-60,8.15
51,Retired,Married,Tertiary,No,580,No,No,Cellular,19,Nov,694,2,-1,0,Not Specified,yes,1,41-60,11.57
32,Services,Single,Secondary,No,2615,No,No,Cellular,19,Nov,853,1,-1,0,Not Specified,yes,1,26-40,14.22
53,Unemployed,Divorced,Secondary,No,587,No,No,Cellular,19,Nov,561,1,-1,0,Not Specified,yes,1,41-60,9.35
33,Technician,Single,Tertiary,No,149,Yes,No,Cellular,19,Nov,424,2,182,1,Other,yes,1,26-40,7.07
40,Blue-Collar,Single,Secondary,No,3,No,No,Cellular,19,Nov,998,1,-1,0,Not Specified,yes,1,26-40,16.63
42,Blue-Collar,Married,Primary,No,807,Yes,No,Cellular,19,Nov,1057,1,-1,0,Not Specified,yes,1,41-60,17.62
46,Unemployed,Divorced,Secondary,No,3354,Yes,No,Cellular,19,Nov,522,1,174,1,Success,yes,1,41-60,8.7
32,Self-Employed,Single,Tertiary,No,1249,Yes,No,Cellular,19,Nov,472,1,-1,0,Not Specified,yes,1,26-40,7.87
38,Blue-Collar,Married,Primary,No,190,Yes,No,Telephone,19,Nov,623,1,175,1,Other,yes,1,26-40,10.38
32,Technician,Single,Tertiary,No,550,No,No,Cellular,19,Nov,337,1,-1,0,Not Specified,yes,1,26-40,5.62
30,Entrepreneur,Married,Secondary,No,12737,No,Yes,Cellular,19,Nov,589,2,-1,0,Not Specified,yes,1,26-40,9.82
35,Technician,Married,Secondary,No,0,Yes,No,Cellular,19,Nov,644,4,-1,0,Not Specified,yes,1,26-40,10.73
36,Admin ,Married,Secondary,No,1207,Yes,No,Cellular,19,Nov,1792,2,-1,0,Not Specified,yes,1,26-40,29.87
43,Self-Employed,Divorced,Secondary,No,347,No,No,Cellular,19,Nov,1468,3,-1,0,Not Specified,yes,1,41-60,24.47
42,Management,Married,Tertiary,No,3713,No,No,Cellular,19,Nov,709,2,-1,0,Not Specified,yes,1,41-60,11.82
40,Management,Married,Tertiary,No,3352,Yes,No,Cellular,19,Nov,639,2,27,1,Success,yes,1,26-40,10.65
32,Blue-Collar,Married,Secondary,No,254,Yes,No,Cellular,19,Nov,1720,3,-1,0,Not Specified,yes,1,26-40,28.67
32,Technician,Married,Tertiary,No,4654,Yes,Yes,Cellular,20,Nov,276,1,128,2,Failure,yes,1,26-40,4.6
41,Blue-Collar,Single,Secondary,Yes,-386,No,Yes,Cellular,20,Nov,477,1,-1,0,Not Specified,yes,1,41-60,7.95
34,Blue-Collar,Single,Secondary,No,3043,Yes,Yes,Cellular,20,Nov,670,1,-1,0,Not Specified,yes,1,26-40,11.17
40,Services,Single,Secondary,No,1547,Yes,No,Cellular,20,Nov,405,1,-1,0,Not Specified,yes,1,26-40,6.75
32,Services,Single,Tertiary,No,945,No,No,Cellular,20,Nov,531,1,-1,0,Not Specified,yes,1,26-40,8.85
32,Technician,Single,Secondary,No,6402,Yes,No,Cellular,20,Nov,628,1,-1,0,Not Specified,yes,1,26-40,10.47
36,Self-Employed,Single,Secondary,No,1295,No,No,Cellular,20,Nov,1192,1,-1,0,Not Specified,yes,1,26-40,19.87
45,Technician,Married,Secondary,No,6993,Yes,No,Cellular,20,Nov,283,1,-1,0,Not Specified,yes,1,41-60,4.72
47,Self-Employed,Married,Secondary,No,4420,Yes,Yes,Cellular,20,Nov,454,1,-1,0,Not Specified,yes,1,41-60,7.57
35,Management,Divorced,Tertiary,No,141,No,Yes,Cellular,20,Nov,728,1,-1,0,Not Specified,yes,1,26-40,12.13
36,Services,Married,Secondary,No,11462,Yes,No,Cellular,20,Nov,993,1,-1,0,Not Specified,yes,1,26-40,16.55
33,Technician,Married,Tertiary,No,6843,No,No,Cellular,20,Nov,755,1,100,10,Other,yes,1,26-40,12.58
30,Blue-Collar,Married,Secondary,No,501,Yes,Yes,Cellular,20,Nov,994,1,177,1,Failure,yes,1,26-40,16.57
32,Services,Single,Secondary,No,5806,Yes,No,Cellular,20,Nov,1503,2,-1,0,Not Specified,yes,1,26-40,25.05
45,Entrepreneur,Married,Tertiary,No,20138,Yes,No,Cellular,20,Nov,871,5,-1,0,Not Specified,yes,1,41-60,14.52
47,Services,Married,Secondary,No,1315,No,No,Cellular,20,Nov,329,4,-1,0,Not Specified,yes,1,41-60,5.48
46,Technician,Married,Tertiary,No,0,No,No,Cellular,20,Nov,531,1,167,1,Failure,yes,1,41-60,8.85
39,Unemployed,Single,Tertiary,No,7,Yes,No,Cellular,20,Nov,931,4,-1,0,Not Specified,yes,1,26-40,15.52
30,Services,Married,Secondary,No,3929,Yes,No,Cellular,20,Nov,593,1,-1,0,Not Specified,yes,1,26-40,9.88
45,Self-Employed,Married,Secondary,No,7,No,No,Cellular,20,Nov,691,1,-1,0,Not Specified,yes,1,41-60,11.52
43,Blue-Collar,Married,Secondary,No,699,Yes,Yes,Cellular,20,Nov,1258,2,122,2,Other,yes,1,41-60,20.97
53,Blue-Collar,Married,Primary,No,421,Yes,No,Cellular,20,Nov,677,1,-1,0,Not Specified,yes,1,41-60,11.28
43,Technician,Married,Tertiary,No,4333,Yes,No,Cellular,20,Nov,1490,3,-1,0,Not Specified,yes,1,41-60,24.83
54,Management,Divorced,Secondary,No,300,Yes,No,Cellular,20,Nov,562,2,-1,0,Not Specified,yes,1,41-60,9.37
30,Blue-Collar,Single,Secondary,No,7773,Yes,No,Cellular,20,Nov,705,1,-1,0,Not Specified,yes,1,26-40,11.75
30,Admin ,Married,Secondary,No,1794,No,No,Cellular,20,Nov,1035,1,-1,0,Not Specified,yes,1,26-40,17.25
36,Management,Single,Tertiary,No,2032,No,Yes,Cellular,20,Nov,736,1,-1,0,Not Specified,yes,1,26-40,12.27
33,Management,Married,Tertiary,No,3401,No,No,Cellular,20,Nov,253,1,-1,0,Not Specified,yes,1,26-40,4.22
38,Entrepreneur,Married,Tertiary,No,1110,Yes,No,Cellular,20,Nov,888,2,183,2,Failure,yes,1,26-40,14.8
37,Technician,Divorced,Secondary,No,3068,Yes,Yes,Cellular,20,Nov,370,2,195,1,Other,yes,1,26-40,6.17
32,Services,Married,Secondary,No,983,Yes,No,Cellular,20,Nov,500,2,133,1,Failure,yes,1,26-40,8.33
59,Technician,Divorced,Secondary,No,2396,No,No,Cellular,20,Nov,488,1,-1,0,Not Specified,yes,1,41-60,8.13
59,Retired,Married,Secondary,No,6888,No,No,Telephone,20,Nov,1025,2,-1,0,Not Specified,yes,1,41-60,17.08
46,Admin ,Divorced,Secondary,No,2087,No,No,Cellular,20,Nov,768,3,-1,0,Not Specified,yes,1,41-60,12.8
32,Blue-Collar,Single,Primary,No,121,Yes,No,Cellular,20,Nov,758,1,-1,0,Not Specified,yes,1,26-40,12.63
52,Entrepreneur,Single,Tertiary,No,3469,Yes,No,Cellular,20,Nov,653,1,-1,0,Not Specified,yes,1,41-60,10.88
45,Blue-Collar,Married,Primary,No,5461,Yes,No,Cellular,20,Nov,841,2,-1,0,Not Specified,yes,1,41-60,14.02
52,Blue-Collar,Married,Secondary,No,7119,No,Yes,Telephone,20,Nov,871,3,-1,0,Not Specified,yes,1,41-60,14.52
